Schlagwort_ID;Schlagwortbezeichnung;Klassifikationssystem_ID
AAA321s001;Werkzeugrundbürsten;pc-5.0
AAA322s001;Universaldübel;pc-5.0
AAA323s001;Rahmendübel;pc-5.0
AAA324s001;Universalrahmendübel;pc-5.0
AAA325s001;Justierdübel;pc-5.0
AAA326s001;Metallspreizdübel;pc-5.0
AAA327s001;Messingdübel;pc-5.0
AAA328s001;Schwerlastdübel;pc-5.0
AAA329s001;Hohlraumdübel;pc-5.0
AAA330s001;Tellerdübel;pc-5.0
AAA331s001;Putzdübel;pc-5.0
AAA332s001;Spiraldübel;pc-5.0
AAA333s001;Gasbetondübel;pc-5.0
AAA334s001;Porenbetondübel;pc-5.0
AAA335s001;Kleinschleifmopp;pc-5.0
AAA336s001;Schleifmoppräder;pc-5.0
AAA337s001;Stahldrahtbesen;pc-5.0
AAA338s001;Stahlbesen;pc-5.0
AAA339s001;Besen;pc-5.0
AAA340s001;Werkstattbesen;pc-5.0
AAA341s001;DIY Bürsten;pc-5.0
AAA342s001;Hobbybürsten;pc-5.0
AAA343s001;Bastlerbürsten;pc-5.0
AAA344s001;Düsenbürsten;pc-5.0
AAA345s001;Flaschenbürsten;pc-5.0
AAA346s001;Handbürsten;pc-5.0
AAA347s001;Handstielbürsten;pc-5.0
AAA348s001;Kehlnahtbürsten;pc-5.0
AAA349s001;Universalbürsten;pc-5.0
AAA350s001;Radiatorenbürsten;pc-5.0
AAA351s001;Feilenbürsten;pc-5.0
AAA352s001;Zündkerzenbürsten;pc-5.0
AAA353s001;Stahldrahthandbürsten;pc-5.0
AAA354s001;Handdrahtbürsten;pc-5.0
AAA355s001;gewellte Kegelbürsten;pc-5.0
AAA356s001;Kegelbürsten;pc-5.0
AAA357s001;gezopfte Kegelbürsten;pc-5.0
AAA358s001;Pinselbürsten;pc-5.0
AAA359s001;Endbürsten;pc-5.0
AAA360s001;Rohrbürsten;pc-5.0
AAA361s001;Siederohrbürsten;pc-5.0
AAA362s001;Kondensatorenbürsten;pc-5.0
AAA363s001;Lochbürsten;pc-5.0
AAA364s001;Zylinderbürsten;pc-5.0
AAA365s001;Innenbürsten;pc-5.0
AAA366s001;Rohrreinigungsbürsten;pc-5.0
AAA367s001;Fittingbürsten;pc-5.0
AAA368s001;Rundbürsten;pc-5.0
AAA369s001;Maschinenbürsten;pc-5.0
AAA370s001;Werkbankschleiferbürsten;pc-5.0
AAA371s001;Winkelschleiferbürsten;pc-5.0
AAA372s001;gezopfte Rundbürsten;pc-5.0
AAA373s001;Zopfrundbürsten;pc-5.0
AAA374s001;Schleifbürsten;pc-5.0
AAA375s001;SiC-Rundbürsten;pc-5.0
AAA376s001;Schleifmittelrundbürsten;pc-5.0
AAA377s001;gewellte Rundbürsten;pc-5.0
AAA378s001;Schrubber;pc-5.0
AAA379s001;Fleischer-Blockbürsten;pc-5.0
AAA380s001;Blockbürsten;pc-5.0
AAA381s001;Strukturierbürsten;pc-5.0
AAA382s001;Holzstrukturierbürsten;pc-5.0
AAA383s001;Topfbürsten;pc-5.0
AAA384s001;gezopfte Topfbürsten;pc-5.0
AAA385s001;Zopftopfbürsten;pc-5.0
AAA386s001;gewellte Topfbürsten;pc-5.0
AAA387s001;Flächenbürsten;pc-5.0
AAA388s001;Sortiment Bürsten;pc-5.0
AAA389s001;Schütten Bürsten;pc-5.0
AAA390s001;Gipskartondübel;pc-5.0
AAA391s001;Nageldübel;pc-5.0
AAA392s001;Fensterrahmendübel;pc-5.0
AAA393s001;Konusspreizdübel;pc-5.0
AAA394s001;Langschaftdübel;pc-5.0
AAA395s001;Abstandsdübel;pc-5.0
AAA396s001;Kippdübel;pc-5.0
AAA397s001;Federklappdübel;pc-5.0
AAA398s001;Spreizdübel;pc-5.0
AAA399s001;Dübel M-S;pc-5.0
AAA400s001;Dübel M;pc-5.0
AAA401s001;Steckdübel;pc-5.0
AAA402s001;Zykon-Bolzenanker;pc-5.0
AAA403s001;Bolzenanker;pc-5.0
AAA404s001;Zykon-Durchsteckanker;pc-5.0
AAA405s001;Durchsteckanker;pc-5.0
AAA407s001;Innengewindeanker;pc-5.0
AAA409s001;Anker;pc-5.0
AAA411s001;Einschlaganker;pc-5.0
AAA413s001;Ankerbolzen;pc-5.0
AAA414s001;Hochleistungsanker;pc-5.0
AAA415s001;Bolzen;pc-5.0
AAA416s001;Mauerschrauben;pc-5.0
AAA417s001;Hülsenanker;pc-5.0
AAA418s001;Hohldeckenanker;pc-5.0
AAA419s001;Nagelhülsen;pc-5.0
AAA420s001;Nagelanker;pc-5.0
AAA421s001;Highbond-Anker;pc-5.0
AAA422s001;Combi-Reaktionsanker;pc-5.0
AAA423s001;Reaktionsanker;pc-5.0
AAA424s001;vormontierter Injektionsanker;pc-5.0
AAA425s001;Injektionsanker;pc-5.0
AAA426s001;Injektions-Netzanker;pc-5.0
AAA427s001;Injektions-Ankerhülsen;pc-5.0
AAA428s001;Ankerhülsen;pc-5.0
AAA429s001;Injektions-Innengewindeanker;pc-5.0
AAA430s001;Einschraubhülsen;pc-5.0
AAA431s001;UPAT-Schlaganker;pc-5.0
AAA432s001;UPAT-Expressanker;pc-5.0
AAA433s001;UPAT-Express-Anker;pc-5.0
AAA434s001;Expressanker;pc-5.0
AAA437s001;Ringschrauben;pc-5.0
AAA438s001;Flachrundschrauben;pc-5.0
AAA439s001;Halbrundschrauben mit Nase;pc-5.0
AAA440s001;Rändelschrauben;pc-5.0
AAA441s001;Vierkantschrauben;pc-5.0
AAA442s001;Sechskantschrauben;pc-5.0
AAA443s001;Steinschrauben;pc-5.0
AAA444s001;Zylinderschrauben;pc-5.0
AAA445s001;Flachkopfschrauben;pc-5.0
AAA446s001;Sicherungsschrauben;pc-5.0
AAA447s001;Hammerschrauben;pc-5.0
AAA448s001;Senkschrauben;pc-5.0
AAA449s001;Sechskant-Passschrauben;pc-5.0
AAA450s001;Verschlussschrauben;pc-5.0
AAA451s001;Innensechskantschrauben;pc-5.0
AAA452s001;Bohrschrauben;pc-5.0
AAA453s001;Flügelschrauben;pc-5.0
AAA454s001;Kreuzlochschrauben;pc-5.0
AAA455s001;Schaftschrauben;pc-5.0
AAA456s001;Halfenschrauben;pc-5.0
AAA457s001;Spenglerschrauben;pc-5.0
AAA458s001;Fassadenbauschrauben;pc-5.0
AAA459s001;Stockschrauben;pc-5.0
AAA460s001;Drallhaftschrauben;pc-5.0
AAA461s001;Augenschrauben;pc-5.0
AAA462s001;Stiftschrauben;pc-5.0
AAA463s001;Linsensenkschrauben;pc-5.0
AAA464s001;Blechschrauben;pc-5.0
AAA465s001;Gewinde-Schneidschrauben;pc-5.0
AAA466s001;Gewindeschneidschrauben;pc-5.0
AAA467s001;Linsenschrauben;pc-5.0
AAA468s001;gewindefurchende Schraube;pc-5.0
AAA469s001;Justierschrauben;pc-5.0
AAA470s001;Fensterrahmenschrauben;pc-5.0
AAA471s001;Faserzementplattenschrauben;pc-5.0
AAA472s001;Fensterschrauben;pc-5.0
AAA473s001;Dachbauschrauben;pc-5.0
AAA474s001;Abstandsschrauben;pc-5.0
AAA475s001;Bandsägemaschinen;pc-5.0
AAA476s001;Tischbandsägemaschinen;pc-5.0
AAA477s001;Kunststoffbandsägemaschinen;pc-5.0
AAA478s001;Brennholzbandsägemaschinen;pc-5.0
AAA479s001;Metallbandsägemaschinen;pc-5.0
AAA480s001;Dekupiersägemaschinen;pc-5.0
AAA481s001;Dekupiersägen;pc-5.0
AAA482s001;Ablängsägen;pc-5.0
AAA483s001;Pendelsägen;pc-5.0
AAA484s001;Zugsägen;pc-5.0
AAA485s001;Formatkreissägemaschinen;pc-5.0
AAA486s001;Besäumkreissägen;pc-5.0
AAA487s001;Tischkreissägen;pc-5.0
AAA488s001;Formatkreissägen;pc-5.0
AAA489s001;Furniersägemaschinen;pc-5.0
AAA490s001;Furniersägen;pc-5.0
AAA491s001;Fügeschnittmaschinen;pc-5.0
AAA492s001;Furniermaschinen;pc-5.0
AAA493s001;Furnierschnittmaschinen;pc-5.0
AAA494s001;Feinschnittmaschinen;pc-5.0
AAA495s001;Fügemaschinen;pc-5.0
AAA496s001;Glasleistensägemaschinen;pc-5.0
AAA497s001;Holzglasleistensägemaschinen;pc-5.0
AAA498s001;Holzglasleistensägen;pc-5.0
AAA499s001;Glasleistensägen;pc-5.0
AAA500s001;Längsschnittkreissägemaschinen;pc-5.0
AAA501s001;Längsschnittkreissägen;pc-5.0
AAA502s001;Längsschnittkreissägeautomaten;pc-5.0
AAA503s001;Massivholzbesäumsägen;pc-5.0
AAA504s001;Besäumsägen;pc-5.0
AAA505s001;Plattenaufteilsägemaschinen;pc-5.0
AAA506s001;Plattenaufteilzentren;pc-5.0
AAA507s001;Plattenaufteilanlagen;pc-5.0
AAA508s001;Plattenaufteilsägen;pc-5.0
AAA509s001;Aufteilsäge;pc-5.0
AAA510s001;horizontale Plattensägen;pc-5.0
AAA511s001;Plattensägen horizontal;pc-5.0
AAA512s001;Plattensägemaschinen;pc-5.0
AAA513s001;Plattensägen;pc-5.0
AAA514s001;vertikale Plattensägemaschine;pc-5.0
AAA515s001;Plattensägen vertikal;pc-5.0
AAA516s001;Radialkreissägemaschinen;pc-5.0
AAA517s001;Radialkreissägen;pc-5.0
AAA518s001;Radialarmsägen;pc-5.0
AAA519s001;Auslegerkreissägen;pc-5.0
AAA520s001;Radialsägen;pc-5.0
AAA521s001;Ablenksäge;pc-5.0
AAA522s001;Tischkreissägemaschinen;pc-5.0
AAA523s001;Kreissägemaschinen;pc-5.0
AAA524s001;Unterflurzugsägemaschinen;pc-5.0
AAA525s001;Unterflurzugsägen;pc-5.0
AAA526s001;Unterflurzugkreissägen;pc-5.0
AAA527s001;Untertischgehrungssägen;pc-5.0
AAA528s001;Untertischsägemaschinen;pc-5.0
AAA529s001;Untertischkappsägemaschinen;pc-5.0
AAA530s001;Untertischsägen;pc-5.0
AAA531s001;Kappsägemaschinen;pc-5.0
AAA532s001;Untertischkappsägen;pc-5.0
AAA533s001;Vielblattsägemaschinen;pc-5.0
AAA534s001;Vielblattsägen;pc-5.0
AAA535s001;Vielblattkreissägen;pc-5.0
AAA536s001;Massivholzaufteilsägen;pc-5.0
AAA537s001;Handspanner;pc-5.0
AAA538s001;Zwingen;pc-5.0
AAA539s001;Einhand-Kantenzwingen;pc-5.0
AAA540s001;Kantenzwingen;pc-5.0
AAA541s001;Einhand-Zwingen;pc-5.0
AAA542s001;Einhandzwingen;pc-5.0
AAA543s001;Schraubzwingen;pc-5.0
AAA544s001;Ganzstahlschraubzwingen;pc-5.0
AAA545s001;Hebelzwingen;pc-5.0
AAA546s001;Schlosserzwingen;pc-5.0
AAA547s001;Tiefspannzwinge;pc-5.0
AAA548s001;Hobby-Schraubzwingen;pc-5.0
AAA549s001;Stahlbauschraubzwingen;pc-5.0
AAA550s001;Türenspanner;pc-5.0
AAA551s001;Türspanner;pc-5.0
AAA552s001;Türfutter-Richtzwingen;pc-5.0
AAA553s001;Türfutterspreizen;pc-5.0
AAA554s001;Türfutter-Spreizen;pc-5.0
AAA555s001;Spreize;pc-5.0
AAA556s001;Winkelspanner;pc-5.0
AAA557s001;Standardmuttern;pc-5.0
AAA567s001;Hobelmaschinen;pc-5.0
AAA568s001;Profiliervierseitenhobelmaschinen;pc-5.0
AAA569s001;Vierseitenhobelautomaten;pc-5.0
AAA570s001;Vierseitenhobelmaschinen;pc-5.0
AAA571s001;Vierseitenhobelprofilautomaten;pc-5.0
AAA572s001;Profilhobelautomaten;pc-5.0
AAA573s001;Profilhobelmaschinen;pc-5.0
AAA574s001;Abricht- und Dickenhobelmaschinen;pc-5.0
AAA575s001;Abrichtmaschinen;pc-5.0
AAA576s001;Dickenhobelmaschinen;pc-5.0
AAA577s001;Abrichthobelmaschinen;pc-5.0
AAA578s001;Fügehobelmaschinen;pc-5.0
AAA579s001;Konstanttischhobelmaschinen;pc-5.0
AAA580s001;Leistensägen;pc-5.0
AAA590s001;Schleifmaschinen;pc-5.0
AAA592s001;Poliermaschinen;pc-5.0
AAA599s001;Akkubohrschrauber;pc-5.0
AAA602s001;Akku-Hobel;pc-5.0
AAA603s001;Akku-Sägen;pc-5.0
AAA604s001;Akku-Kettensägen;pc-5.0
AAA605s001;Akku-Magazinschrauber;pc-5.0
AAA606s001;Akku-Schwingschleifer;pc-5.0
AAA607s001;Akku-Stichsägen;pc-5.0
AAA608s001;Akku-Winkelbohrschrauber;pc-5.0
AAA610s001;Bürstensets;pc-5.0
AAA611s001;Klebebänder;pc-5.0
AAA614s001;Aluminiumbänder;pc-5.0
AAA615s001;Metallbänder;pc-5.0
AAA616s001;Arbeitsplatzmatten;pc-5.0
AAA617s001;Matten;pc-5.0
AAA618s001;Gummimatten;pc-5.0
AAA619s001;Atemfilter;pc-5.0
AAA620s001;Filter;pc-5.0
AAA621s001;Partikelfilter;pc-5.0
AAA622s001;Gasfilter;pc-5.0
AAA623s001;Atemschutzmasken;pc-5.0
AAA624s001;Feinstaubmasken;pc-5.0
AAA625s001;Halbmasken;pc-5.0
AAA626s001;Masken;pc-5.0
AAA627s001;Einwegmasken;pc-5.0
AAA629s001;Vollmasken;pc-5.0
AAA630s001;Auffanggeräte;pc-5.0
AAA631s001;Rettungsgeschirre;pc-5.0
AAA632s001;Sicherungsgeräte;pc-5.0
AAA633s001;Rettungsgeräte;pc-5.0
AAA634s001;Schutzausrüstungen;pc-5.0
AAA635s001;Rettungsgurte;pc-5.0
AAA636s001;Sicherungsgurte;pc-5.0
AAA637s001;Auffanggurte;pc-5.0
AAA638s001;Schlauchaufroller;pc-5.0
AAA639s001;Baustellentafeln;pc-5.0
AAA640s001;Backenblätter;pc-5.0
AAA641s001;Baustellensicherungen;pc-5.0
AAA642s001;Backenfüsse;pc-5.0
AAA643s001;Bandschleifmaschinen;pc-5.0
AAA644s001;Schutzhandschuhe;pc-5.0
AAA648s001;Berufsmäntel;pc-5.0
AAA651s001;Mäntel;pc-5.0
AAA652s001;Blouson;pc-5.0
AAA654s001;Bügelstöpsel;pc-5.0
AAA655s001;Bundhosen;pc-5.0
AAA656s001;Hosen;pc-5.0
AAA657s001;Bundjacken;pc-5.0
AAA658s001;Bürstentgratmaschinen;pc-5.0
AAA659s001;Bürst-Entgratmaschinen;pc-5.0
AAA662s001;Chemieschutzhandschuhe;pc-5.0
AAA663s001;Säureschutz;pc-5.0
AAA664s001;Chemikalienschutzhandschuhe;pc-5.0
AAA665s001;Säureschutzhandschuhe;pc-5.0
AAA666s001;Doppelschleifmaschinen;pc-5.0
AAA667s001;Drehmomentschraubendreher;pc-5.0
AAA668s001;Schraubwerkzeuge;pc-5.0
AAA669s001;Drehmomentschlüssel;pc-5.0
AAA670s001;Drehmomentwerkzeuge;pc-5.0
AAA672s001;Gehörschützer;pc-5.0
AAA673s001;Faserbänder;pc-5.0
AAA674s001;Tesabänder;pc-5.0
AAA675s001;Gewebebänder;pc-5.0
AAA676s001;Fassungsprofile;pc-5.0
AAA677s001;Gummiprofile;pc-5.0
AAA678s001;U-Profile;pc-5.0
AAA679s001;Feinriefenmatten;pc-5.0
AAA680s001;Feuerlöschdecken;pc-5.0
AAA681s001;Arbeitsschutz;pc-5.0
AAA682s001;Löschdeckenbehälter;pc-5.0
AAA683s001;Erste Hilfe;pc-5.0
AAA684s001;Löschdecken;pc-5.0
AAA689s001;Filamentband;pc-5.0
AAA690s001;Filament;pc-5.0
AAA691s001;Fingerschutzprofile;pc-5.0
AAA692s001;Schutzprofile;pc-5.0
AAA695s001;Klebstoff;pc-5.0
AAA696s001;Kleber;pc-5.0
AAA697s001;Atemgeräte;pc-5.0
AAA698s001;Atemschutzgerät;pc-5.0
AAA699s001;Gebläsefiltergeräte;pc-5.0
AAA700s001;Frischluftgeräte;pc-5.0
AAA701s001;Saugschlauchgeräte;pc-5.0
AAA702s001;Gehörschutzstöpsel;pc-5.0
AAA703s001;Gehörstöpsel;pc-5.0
AAA704s001;Gesichtsschutzschilde;pc-5.0
AAA705s001;Kopfschutz;pc-5.0
AAA706s001;Schutzschilde;pc-5.0
AAA707s001;Kopfhelme;pc-5.0
AAA708s001;Schutzhelme;pc-5.0
AAA709s001;Säulenbohrmaschinen;pc-5.0
AAA710s001;Getriebebohrmaschinen;pc-5.0
AAA711s001;Füllerprofile;pc-5.0
AAA712s001;Gummiklemmprofile;pc-5.0
AAA713s001;Klemmprofile;pc-5.0
AAA714s001;Gummifüllerprofile;pc-5.0
AAA715s001;Gummirundschnüre;pc-5.0
AAA716s001;Rundschnüre;pc-5.0
AAA717s001;Gummistiefel;pc-5.0
AAA718s001;Kälteschutzstiefel;pc-5.0
AAA719s001;Stiefel (Sicherheitsschuh);pc-5.0
AAA720s001;Haltegurte;pc-5.0
AAA721s001;Sitzgurte;pc-5.0
AAA722s001;Hammerschlagmatten;pc-5.0
AAA723s001;Gummihammerschlagmatten;pc-5.0
AAA725s001;Hautpflege;pc-5.0
AAA726s001;Hautschütze;pc-5.0
AAA727s001;Paste;pc-5.0
AAA728s001;Waschräume;pc-5.0
AAA729s001;Hautsalben;pc-5.0
AAA730s001;Hygiene;pc-5.0
AAA731s001;Salben;pc-5.0
AAA732s001;Waschraumhygiene;pc-5.0
AAA733s001;Handreiniger;pc-5.0
AAA734s001;Hautreiniger;pc-5.0
AAA735s001;Handwaschpaste;pc-5.0
AAA736s001;Reiniger;pc-5.0
AAA737s001;Seifen;pc-5.0
AAA738s001;Hautschutzspender;pc-5.0
AAA739s001;Salbenspender;pc-5.0
AAA740s001;Spender;pc-5.0
AAA741s001;Seifenspender;pc-5.0
AAA742s001;Halterungen;pc-5.0
AAA743s001;Helmhalterungen;pc-5.0
AAA744s001;Hemden;pc-5.0
AAA748s001;Isoliermatten;pc-5.0
AAA749s001;Gummiisoliermatten;pc-5.0
AAA750s001;Abdeckfolien;pc-5.0
AAA753s001;Fräsmaschinen;pc-5.0
AAA756s001;Fräsmaschine;pc-5.0
